Data	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)
27-jun-2013	0,2	0,5	0	1,6	1,7	0	0,5	0,6	0	0	0	0	0,1	0,8	2,1	1,7	3,8	3,1	NULL	3,2	4,2	4,3	4,4	4,4
28-jun-2013	4,8	4,6	4,5	5,6	5,3	5,7	3,3	2,7	3,2	3,7	4,1	5,8	5,1	4,6	4,3	4,7	4,9	5,2	4,4	4,5	5,4	5,1	6,4	6,4
29-jun-2013	7,2	6,2	7,8	2	0,6	5,3	3,6	3,6	3,7	2,2	0,9	0	0	3,1	3,5	6,7	6,1	6,9	8,4	7,1	5,4	4,2	3,3	2,3
30-jun-2013	2,5	2,8	2	1,5	1	0	1,4	0,3	1,7	2	1,7	2,2	2,9	3,4	4,1	4,2	3,8	4	3,9	3,2	3,7	2,8	2	1,7
01-jul-2013	0,9	1,4	0	0	0	0,2	1,4	2,2	2,1	1,7	0	1,5	1,7	2,6	3,5	4	2,8	3,3	2,8	2,7	3,4	1,9	1,7	0,1
02-jul-2013	0	0	0	1,7	0,8	1,5	1	1,8	1,7	1,6	1,8	0,4	1,7	2,6	3,2	4,6	4,8	5	6,2	7,3	7,4	7,7	8,1	7,1
03-jul-2013	7	6,5	6,7	6,8	6,4	5,8	3,2	4,9	4,3	2,7	3,2	2,5	2,8	4,6	5,2	4,3	4	4,2	3,8	3,7	3,2	3,8	3,2	3,8
04-jul-2013	3,7	3,8	3,1	3,1	3,5	3,8	4,3	4,1	4,8	4,1	3,9	3,3	3,4	3,9	4,4	5,3	3,5	3,4	3,6	2,5	4,1	3,9	4,8	4,4
05-jul-2013	4,1	4,6	5,4	4,3	4,3	3,7	4	4,2	1,9	4,5	3,8	3,9	4,9	4,3	2,4	1,6	1,8	2,9	2	2,1	1,8	2,7	3,3	3,6
06-jul-2013	3	2,9	2,3	1,6	2,5	2,7	4,1	1,5	0,2	0	0,9	1,7	0,6	2,8	4,6	2,6	4	1,6	4,5	3,2	3,2	3,5	2,8	3
07-jul-2013	NULL	2	1,5	0,3	1,2	3,6	3,1	4,8	4,5	3,8	1,7	3,7	3,1	2,9	4,5	4,5	4,2	4,2	3,6	4,3	2,5	3,3	3,2	2,9
08-jul-2013	3,5	3,9	4,8	3,7	3,9	4,2	3,2	2,7	2,9	2	1,9	2,2	4	3,2	3,8	3,6	4,6	3,4	2,6	1,6	2,1	1	1,8	1,7
09-jul-2013	0	2,4	1,2	2,2	2,9	3,8	3,5	5	4,4	4,3	4,8	4,1	5,2	5,2	6,4	6,2	7,8	7	8	7,9	6,8	6	6,2	6,3
10-jul-2013	6,3	6,3	6,9	6,7	6,4	6,3	6,4	6,1	4,8	4,7	3,2	3,2	3,8	3,5	3,9	3,5	3,5	3,5	3,6	3,3	3	2,3	1,9	1,8
11-jul-2013	2,2	2,4	2,2	2,3	1,9	2,9	3,1	2,7	3,4	3,2	2,8	3,4	4,2	4,8	5	4,4	4,3	3,7	3,5	2,6	2,9	2,2	1,6	2,3
12-jul-2013	2,3	2,3	2,4	2,8	2,6	3	3,3	2,9	0,6	0,3	0	0	0	0	0,2	1,3	0,5	1,5	1,5	0	0,2	0	0	0
13-jul-2013	0,3	2,7	1,8	0	0,8	0	0,6	0,6	0,6	3,6	0,1	2,1	0	0,7	1,6	2,1	1,5	2,4	1,9	2,4	1,6	0,3	0	0
14-jul-2013	0	1,5	1,5	0,6	0	0	0	0,1	0	0	0	0	0,1	0	3,2	2,3	2,2	3,1	3,4	4,2	2,2	3	7,5	7,7
15-jul-2013	5,2	3,2	1,1	1,5	0,7	2,4	3	2,7	2,6	3	2,7	2	3,3	4,2	3,9	4,5	4,3	4,4	4,7	4,6	3,5	2,6	1,4	1,9
16-jul-2013	1,8	1,4	1,7	0	0	0	0	0	0	0	0,7	0	1,3	3,5	3,5	3,6	4,2	3,6	3,2	2,4	0,8	0,8	0,4	1,3
17-jul-2013	1	0	0	0	1,5	0,3	0	0,7	0	0	0	0	0	0,8	0,7	2,7	3	2,9	2,9	3,4	2,4	2,2	2,5	0
18-jul-2013	1	0,7	1,8	1,2	1,6	0	0	2,1	2,2	1,9	0,9	2,9	2,4	4,1	3,5	2,9	2,8	4,2	5,2	5,5	3,1	3,8	2,5	6,9
19-jul-2013	5,5	6	6	6	6	5,2	4,4	4,7	3,6	3,1	3,1	4,2	2,9	3,9	4,4	4,8	3,9	3,3	2,9	2,8	NULL	2,5	2,7	2,4
20-jul-2013	1,5	0	0	0	0	0	0	0	0	0	0,1	0,4	0,4	2,2	2,4	2	1,8	1,6	0	0	1,5	2,5	4,1	2,8
21-jul-2013	3,3	4,2	2	3	3,6	2,7	4,9	4,6	3,8	2	2,7	3,8	3,4	3,3	4,3	5,1	4,1	4,3	4,3	4,7	3,5	2,3	0	0,5
22-jul-2013	2,1	2,5	2,8	2,8	2,2	3,4	3	3,9	4,1	3,8	3,9	5,1	5	5,3	6,5	6,9	6,8	4,8	6,4	5,2	6,7	6	5	4,4
23-jul-2013	2,8	3,6	3,2	4	3,2	3,9	4,3	3,8	4,9	3,5	5,5	5,8	5,5	6	8,4	7,5	8,9	8,9	8,5	8,8	7,9	6,9	5,5	4,8
24-jul-2013	5,4	4	4,8	3,3	3,5	2,8	1,9	1,6	2	2,5	2,4	2,6	2,8	3,6	3,9	4,3	4,9	4,5	3,9	3,9	3,1	1,3	0,9	2,4
25-jul-2013	2,1	0	0	2,2	1,7	1,8	1,5	1,8	1,5	1,7	1,9	2	2	1,6	0,8	1,7	1,2	1,8	3,1	2,8	3,5	2,6	1,6	0
26-jul-2013	0	1,3	1,9	2,2	1,3	1,2	0	0	0	0	0	0,9	1	1,9	2,8	2,8	3,3	3,6	2,9	4,2	4,5	4,4	6	6,1
27-jul-2013	5,9	4,9	4,7	3,8	3,2	2,7	2,8	3,2	2,7	1,2	1	2,7	1,1	1,8	1,6	1,8	3,3	3,7	3,3	3,1	2,5	1,8	1,9	2
28-jul-2013	1,7	0,8	0	1	1,4	0	0	0	0,3	1,5	0,7	1	2	3,4	3,6	3,5	4,4	3,8	3,3	0	2,3	2,5	0,9	0,1
29-jul-2013	0	0,7	0,6	0	0,5	0	0	0	0	1,4	0,1	1,6	0,8	0	1,7	2,2	2,5	2,2	2,8	3	3,4	2,3	1,7	2,2
30-jul-2013	2,5	4,4	4	4,3	4,1	4,2	3,2	0,3	0,1	1	1,5	0	0	0,2	1,5	1,7	2,2	3,2	4,3	3,9	4,2	5,4	5,2	6,5
31-jul-2013	7,8	5,9	7,5	7,3	7	6	6,2	5,6	5,4	4,8	4,5	3,6	3,3	0,1	1,8	2,6	2,8	3,3	3,2	3,5	3,1	2,8	3,9	3,5
01-ago-2013	3	3,2	1,5	0,5	1,8	1,1	1,2	1,5	1,4	0	0	0,1	0,3	0,4	2,3	1,7	1	1,8	2,7	2	2,6	0,8	3,3	2,4
02-ago-2013	0	0	2,1	2,3	2,2	2,4	2,3	0	3,3	1,4	2,6	3,4	3,4	2,8	3,7	3,1	4,4	3,4	4,5	3,3	2	2,1	2,3	0
03-ago-2013	0	0,1	3,7	4,6	4,5	5	8,9	7,1	7	4,6	5,3	5,1	5,5	5,1	5,5	5,1	4,4	4,8	3,4	1,8	3,7	4	5,4	6,4
04-ago-2013	3,5	7	2,8	1,3	4,2	3,4	6	5,7	5,8	0,2	1,5	3,4	4,8	4	4,9	6,9	6,6	8,1	7,3	7,4	4,6	4,9	4,5	3,5
05-ago-2013	3	0,9	2,2	0,5	1,1	0,8	0	0,8	0	0	1	1	2,1	3,9	4,3	4,8	6,1	NULL	6,2	7,3	6,9	6,3	6,2	6,2
06-ago-2013	6	4,4	3,4	2,8	1,1	0	1,8	0,8	2,5	4,2	3,8	3,1	3,2	4,9	3,9	3,3	2,3	2,1	3,5	3,7	2,9	2,2	2,3	1,7
07-ago-2013	2,7	2,6	2,2	2,2	4	5	5,1	7,5	7,7	8,4	9,3	7,9	8	3,9	0,9	6,7	7,2	6,5	7,1	6,2	5,6	5,4	6,3	5,8
08-ago-2013	5,5	4,1	3,5	4,4	4,4	4,1	5,1	3,4	5	6,2	6,5	6	5,2	6,1	5,5	7,4	6,7	3,3	0	5,5	5,1	6,1	5,5	4,7
09-ago-2013	5,3	4,6	4,1	3,4	3,8	4,2	4	3,6	4,3	3,8	3,9	3	3,5	4,1	2,9	2,8	2,4	3,7	5,4	3,4	4,4	6,3	4,3	9,5
10-ago-2013	6,5	4,8	4,6	3,7	3,8	7,1	4,9	6,6	5,4	4	3,3	4,2	3,2	5,5	4,4	5,1	5	6,8	5,7	6,7	7,3	7	8	8,6
11-ago-2013	6,8	6,3	6,7	6,3	6	5,7	5,6	4,9	4,6	4,5	4,1	4,8	5,2	5,7	4,9	4,6	4,7	4,3	3,3	4,8	3,3	2	1	0,1
12-ago-2013	0	0,9	1,3	3,6	4,2	2,6	3,6	1,7	1,7	1,2	1,5	0,5	1,5	0,5	1,5	2,6	2,4	3,3	2,4	2,8	4	4	4,3	2,8
13-ago-2013	2	1,9	1,6	2,2	2,4	3	0,3	0	0	0	0	0	0,6	0,7	0,6	1,3	0,6	0,9	1,7	1,7	1,6	2,6	4,5	4,3
14-ago-2013	5,6	5	4,8	4,3	5	6,1	4,7	4,7	4,3	3,6	4,7	5,6	5,2	5,5	5,7	5,8	6,8	4,9	6,7	7,7	7,4	6,8	5,1	3,8
15-ago-2013	3,1	3	4,5	3	2,9	3,5	4,1	3,1	2,7	3,1	3,1	4,2	4,3	4,6	3,9	3,6	3,4	2	2,6	4,4	3,9	4,4	5,9	5,1
16-ago-2013	3,3	4,6	5,8	5,1	4,9	4,5	3,8	3,7	3,1	1,3	1	1,3	1,9	0,6	2,4	2,1	2,3	3,6	2,8	2,6	2	0,2	0,9	2,2
17-ago-2013	1	0	0	0,7	1,9	2,2	1,3	0	0,3	0	1,9	2,3	2,1	2,1	2,1	1,6	2,3	2,2	1,8	2,3	2,9	3	2,3	2,6
18-ago-2013	0,1	0,8	1,5	0,5	0,9	2,1	2,2	1,4	1,7	0,1	0	0	2,1	2,4	3,4	3,5	5	6,6	6,7	5,2	5,5	6,2	5,8	6,4
19-ago-2013	5,4	5,1	5,4	6	5,9	5,3	4,7	4,2	6,8	5,9	6,4	5	4,8	4,6	6,5	6,9	6,4	6,8	6,1	5,3	6	7,3	5,8	6,4
20-ago-2013	6,6	4,9	5,2	4,9	4,7	4,3	6,1	5,4	4,4	4,2	4,6	3,8	4,9	4,6	4,4	4,9	4,2	4,6	4,5	3,3	3,7	4,1	5,5	6,7
21-ago-2013	5,9	6,1	5,5	5,7	5	5,9	6,5	5,5	4,5	2,8	1,6	3,4	4,8	4	5,4	5,6	2,9	2,1	1,1	2,2	1,8	1,7	2,4	0,9
22-ago-2013	1,8	2,5	2,9	4,9	4,1	3,6	1,3	0	0,3	2,6	0,8	3,5	3,5	3,9	4,3	8,2	5,5	1,3	1,8	1,7	2,2	0	1,4	1,7
23-ago-2013	5,8	7	2,8	2,3	3	4,4	4,7	4,3	5	4,3	4,8	4,4	3,9	4,3	3,2	3	3,2	2,6	2,6	2,7	3,6	0	0,9	2,2
24-ago-2013	1,3	0,6	1,7	1,4	0	1,2	0,3	0	0	0	1,1	0,1	1	0,6	0,6	1,2	0,6	2,1	1,4	1,6	0	1,5	4,9	8,8
25-ago-2013	10,3	9,9	9,9	8,2	6,1	6,2	5,2	6,6	9,4	8	10,7	8	8,6	8,7	6,9	8,2	6	5,7	6,5	5,7	5,9	5	5,7	4,4
26-ago-2013	5,6	6	2,9	5,9	7,7	7	7	8,6	8,4	8,3	5,5	5,7	6	7,6	6,6	6,3	6	6,2	5,7	5,8	4,2	4,3	4,8	4,6
27-ago-2013	4,9	4	4,1	5	4,3	3,9	4,2	5	5,2	4,8	4,1	5,5	5,2	4,6	6,4	6,4	6,6	7,6	7,7	7	6,2	4,9	5,8	5
28-ago-2013	4	3,6	3,5	4,2	3,4	3,3	3,8	4	3,4	3,4	3,3	3,2	2,8	3,9	4,5	4,7	3,7	4,2	3,8	4,2	2,8	0,3	2,2	0,6
29-ago-2013	1,4	1,7	1,9	2,4	2	1,7	1,7	1,7	1,2	0,5	0,8	0,6	1,6	1,1	1,7	2,8	2,7	2,5	2,7	3,3	3,7	4,1	2,9	2,8
30-ago-2013	3,8	3,4	2,4	2,7	2,7	2,1	2,4	2	2	1,2	0,7	2,5	3,2	2,9	3,8	3,2	2,9	2,4	2,8	3,5	2,2	2,3	2,6	2,6
31-ago-2013	3,2	2,8	2,2	2,7	3,2	2,3	0	0	0	2,4	2,4	4,1	4,6	3,8	3,6	3,9	3,4	3	2,8	2,9	2,9	3,8	3,7	3,7
01-set-2013	3,6	3,7	3,8	4,8	3,5	1,1	1,9	3,1	6,2	3,6	3,8	3	1,7	2,9	0	0,2	1,4	2	4,9	4	4,7	2,2	0	0,4
02-set-2013	0	0	0	0,8	0	1,6	0,5	0,2	0	0	0	0	0,3	0	0,8	1,6	1	1,5	1,7	1,1	0,3	0	0,5	0
03-set-2013	2,6	1,2	2,6	1,8	1,4	1,6	2	2,7	4,5	4,9	4,5	5,1	4,4	4,6	4,4	5,2	5,2	4,8	3,5	4,8	6,4	4,7	3,3	3,5
04-set-2013	3,8	2,8	2,7	2,5	2,1	3,4	3,5	2	0,7	0	0	2,1	2,9	2,8	2,7	2,7	3,2	2,5	3,3	4	3,7	3,3	3,8	4,5
05-set-2013	4,2	3,9	3,6	3,5	4	4,5	4,6	4,7	4,4	5,1	4,1	5	4,6	5,9	7,1	6,1	6,8	6,8	6,7	7	8,6	7,4	7,9	7,4
06-set-2013	7,4	7,5	7,7	6,3	6,5	6,7	7,1	6,4	4,5	4,5	5,1	4,8	2,3	2,9	3,6	4,3	4,5	4,5	4,4	3,8	3,7	3,5	4,3	4,6
07-set-2013	5,2	4,8	6	6,2	6,2	6	5,2	5	5	5,2	3,9	5,8	6,6	4,9	5,5	5,7	5,2	5	5,7	5,4	4,7	4,9	6,6	6,8
08-set-2013	7,5	7,9	7,9	8,4	7,8	5,5	5,5	4	5,1	3,1	3,9	1,1	2,8	3,2	1,4	2,6	1,8	2,4	3,3	1,6	1,4	1,4	2	0
09-set-2013	0	0	0	0	0,6	0	0	0	2,3	0,8	1,6	2,4	2,9	5,1	4,2	4,3	3,9	3,6	3,7	3,1	3,4	3,5	5,4	5,8
10-set-2013	6,5	6,5	6,5	6,7	7,7	7,2	7,2	8,2	6,5	7,2	8,4	6,5	6,2	6,1	6,7	5,9	6,1	5,9	4,9	5,2	5,4	5,2	5,9	6,5
11-set-2013	5,5	4,9	5	5,9	5,6	7,3	6,4	6,4	3,9	5,4	5,6	5,9	5,2	5,3	4,9	4,2	4,8	4	4,2	4,6	3,9	3,6	5,7	5,1
12-set-2013	4,6	5,7	6,2	6,1	6,4	6,1	6,2	6,2	5,8	5,4	4,2	5,2	4,8	4,1	3,8	3,9	4,2	4,4	4,1	4	5,1	5,1	3,4	3,8
13-set-2013	4,2	3,6	1	4,3	4	0,5	2,4	1,5	2,7	2,7	2,3	2,2	0,1	1,3	2,2	2,8	2,5	3,1	3,1	5	3,6	3,3	2,2	3
14-set-2013	0,3	0,6	2,6	3,7	3,9	4	3,5	3,9	3,1	3,5	3,6	2,4	2,7	2,5	2,2	3,4	2,8	1,4	1,6	1,8	0,9	0,1	0,8	0
15-set-2013	0	0,3	2,1	3,5	3,7	3,9	3,7	1,5	0,3	3,1	2	1,2	0	0	0	0,5	3	4,3	3,9	3,1	0,2	1,5	0	0,8
16-set-2013	3	0,8	0,8	2,2	1,9	0,8	1,2	0	1,5	0,1	0,7	1,6	2,7	2,3	2,3	1,4	1,9	0,4	4	0,9	0,7	0,2	3,8	4,8
17-set-2013	4,2	3,3	1,9	3,8	3,3	3,4	4,6	5,5	3,7	5,5	5,6	7,4	5,9	6,6	7	6,9	7,3	6,9	8,8	8,7	7,2	6,6	6	5,8
18-set-2013	6,8	4,6	3,8	3,5	3,6	2,9	2,4	3,4	3,1	3,4	3,3	3,9	4,7	5,3	6,2	6,1	7	6,7	6,3	4,9	3,2	0,6	0	0
19-set-2013	0,2	0,1	1,4	1,3	1,3	1	0	0,6	1,8	0,7	0	1,7	1,7	2,4	2,6	2,8	2,9	3,7	4,3	4,8	5,9	6,5	7,4	6,7
20-set-2013	7,3	7,3	7,8	7,7	8	7,3	7,4	7	6,2	7,3	7,9	6,8	6,5	7,2	7,7	8,8	7,8	6,5	6,5	5,7	6,2	5,9	6	4,8
21-set-2013	5,3	4,8	2,4	2,1	2,2	0,4	0,2	1	0,8	0,1	3,1	3,7	2,1	2,4	0,3	1,6	3,7	0,3	0,4	0,2	4,3	5,9	4,7	3,1
22-set-2013	1,3	0,8	1,2	0	0,5	1,4	0	0	0	0	0	0	0	4,3	3,5	4	2,2	3,2	2,3	7,2	6	5,9	6,4	6,9
23-set-2013	7,6	7,1	7,8	7,8	6,5	4,8	3,4	3,3	7	1,2	1,5	4,7	2,6	0	0,7	1,6	0,6	0	1,1	0,5	1,4	3,4	2,9	3,5
24-set-2013	2,9	3,2	1,9	2,1	1,7	1,8	0,9	2,7	3,5	5,3	7	8,1	6,8	7,7	8,6	7,6	7,7	7,5	5,3	10,2	5,1	3,1	4,8	5
25-set-2013	4,6	5,4	5,3	3,9	3,4	4,4	3,8	3,7	3,6	3,4	2,9	2,9	4,5	5,3	3,5	4,5	5,1	5,4	6	5,9	6,1	5,1	4,8	2,8
26-set-2013	2,1	0	0	0	0,1	0,4	1,1	1,2	1,8	0,7	1,3	3	3,1	2,2	2,2	2,5	2,3	3,3	3,2	4,3	4,7	3,9	2,6	2,8
27-set-2013	3,4	3,3	3,4	1	1,9	2,5	4,1	2,3	3,3	3,3	3,8	3,7	3,8	4,7	4,8	5,9	6,7	6,9	7,4	7,3	6,8	7,2	7,5	8,9
28-set-2013	6,5	7	6,6	7,6	9,1	6,7	7,1	5,5	6,4	5,9	2,1	5,1	4,7	7	6,6	7,5	5,8	3,4	4,9	6,2	4,1	4,9	5,4	5,3
29-set-2013	6,2	6	5,3	4,1	3,8	3,8	4,3	3,4	2,3	3,3	3,1	2,4	2,5	3,5	2,8	3,5	3,5	3,8	5,1	4,1	4,5	4,3	4,1	4
30-set-2013	3,9	4,5	3,5	2,6	3,9	2,9	3,2	2,7	2,5	0,3	0	0,7	2,3	2,8	2,8	3,2	3,3	0,4	1,8	2,4	1,8	0	0	0
01-out-2013	1,7	1,6	2,5	0,5	1,3	2,5	2,6	4,1	1,9	3,2	3,1	4,2	5,3	3,7	2,9	3,2	3,5	3,8	4,1	2,8	4,6	3,6	3,2	4,5
02-out-2013	3,8	3	3,1	1,1	1,4	1,4	0,4	0	0	0	1,2	2,2	3,9	2,3	2,3	2,8	3,8	3,5	3,7	2,9	2,4	2,8	3,3	3,4
03-out-2013	3,1	2,9	3,4	3,4	3,3	3,1	2,5	4,7	4,3	5,3	4,2	4,6	4,2	4,7	4,5	3,9	2,7	3,9	3,6	8,2	7,3	7,3	6,6	7,2
04-out-2013	6,7	5,2	4,7	4,2	5,5	4,7	2,9	2	1,2	1,5	0,9	0,2	2,8	3,3	4,3	7	5,2	6	5,2	4,4	6,8	5,5	4,5	5,6
05-out-2013	3,2	1,4	1,8	2,2	4,2	3,5	1,5	3,2	4,1	3,5	3,9	3,8	6,3	6,3	5,3	3,3	4,4	4,8	7,6	6,5	6,8	6,9	3,9	2,6
06-out-2013	1,7	2,1	0,7	1,4	1,7	2,9	2,8	1,6	2,8	2,8	3,6	3,7	3,6	3,8	4,4	2,5	3,5	4,7	4	3,7	3,3	3,2	2,2	2
07-out-2013	2,7	3,8	3,2	3,1	3,6	5,3	5,4	4,7	5	4,3	4,5	4,8	4,4	4,8	5	5,5	6,1	7	7,1	7,4	8,1	8,5	8,4	8,4
08-out-2013	8,8	8,5	8,7	8,7	9,8	8,7	6,6	6,9	5,9	5,3	4,8	4,8	7,2	6,7	7,6	8,1	8,5	9,4	10,3	9,5	9	7,9	8,9	8,7
09-out-2013	9,2	8,3	8,4	7,9	6,5	5,8	5,5	5,2	5,4	5,7	4,4	4,6	4,4	5,7	5,6	6	7,3	7,2	6,8	6,7	6,4	6,6	6,6	6,3
10-out-2013	7,4	9,3	7,3	6,7	6,3	6,4	6,9	6,1	6,8	3,4	5,1	4,5	5,3	4,8	5,1	5,6	4,7	3,9	4,4	5,4	5,7	3,9	5	5,3
11-out-2013	5,5	4,5	5,4	5	4,7	4,1	4,6	5,2	4,1	6,2	4,5	6,5	5,4	4,1	3,8	3,4	3,4	3,3	3,8	3,4	3,8	4,1	3,7	3,9
12-out-2013	4	5,1	5,5	4,4	3,5	3,3	3,1	4	3,1	0,9	3,7	4,2	4,2	4,5	4,3	3,8	3,4	2,9	2,7	2,6	2,7	4,4	1,9	4,3
13-out-2013	5,3	4,3	5,4	6,4	5,3	4	4,8	4,8	5,3	5,4	5,8	3,8	1,6	0,4	1,4	2,7	3,6	6,1	5,6	5,9	6,1	4,6	4,7	1,8
14-out-2013	0,7	0	0	0	0	0	0	0	0	0	0,1	0,9	3,5	3,7	4,3	4,7	4,5	3,9	5,2	6,2	6,3	5,8	3,5	2,1
15-out-2013	0,4	0	0,2	0	0	0	0	0	0	0,9	1,7	1,9	2	2,7	3	3,9	3,5	3,2	3,8	3,8	2,7	2,6	2	2,8
16-out-2013	1,5	3	2,2	3	4,6	5	5,6	5,2	4,7	5	5,6	6,7	6,4	5,9	6,8	6,3	7	6,8	7,3	6,5	7,7	7,6	7,7	8,1
17-out-2013	9,2	8,6	9,1	9,2	9,1	8,6	8,5	8,1	7,3	6,8	6,4	6,2	5,8	6,2	6,5	7	5,8	6,6	6	5,1	3,8	4,3	4,5	3,5
18-out-2013	2,8	2,7	3,9	4,2	2,8	2,4	3,1	2,9	1,4	0,4	0	0	1,2	1,7	2,6	2,6	3,6	3,6	4,1	4,1	3,4	4,1	3,1	3,3
19-out-2013	3,5	4,1	3,8	4,2	3,5	1,7	1,3	0,5	0	0	0	0,7	2	3	4,2	4,6	4,7	4,6	5,1	6	4,5	5,1	5	5,4
20-out-2013	6,2	5,6	5,7	5,9	5,5	6	5,9	5,8	5,6	6,4	6,2	6,5	6,3	5,9	5,8	5	5,2	5,1	5,2	5,7	5,1	5,2	5,2	6,6
21-out-2013	6,1	6,9	6,2	5,7	6,6	5,5	4,8	4,6	5,2	5,2	0,6	2,6	5,1	8,2	7,9	3,6	2,6	2,3	2,9	5,2	5,4	4,7	4,1	1,7
22-out-2013	4,5	5,4	5,9	5,4	4,5	0	0	0	0,1	0,2	0,3	1,1	3,1	4,2	4,3	4,8	5,5	6,2	7,1	8,5	9,4	9,3	10,1	11
23-out-2013	10,4	10,4	10,5	10,2	9,4	9,3	8,6	8,9	6,2	7,2	5,2	4,8	7,1	5,5	8,5	7,1	8,1	7,6	9	7,3	6,1	6	8,1	5,1
24-out-2013	3,8	4,6	3,9	2,6	3,1	2,1	4,7	5	4	3,9	3,7	2,4	3,8	3,6	4,2	3,8	4,5	6,2	5,1	4,3	4,8	3,8	3,6	3,1
25-out-2013	2,6	3,1	3,6	4,2	5	3,6	1,6	0,6	0	5,7	6	6,5	6,5	7	7,4	6,9	8	8,5	8,9	8,4	8,4	9	9	9
26-out-2013	8	8,8	8,2	7,3	8,8	8,6	8,9	7,8	8,7	10	12	12,5	9,8	12,2	10,8	7,7	6,9	10,1	7,3	4,8	4,1	4,5	2,6	1,1
27-out-2013	4	4,7	6	5	7,4	7,3	5,3	4,7	3,8	4,2	4,2	6,7	5,1	8,2	8,6	8,2	8,8	7,7	6,8	6	7	9	6,4	6,1
28-out-2013	5,1	3,8	3,2	3,2	3,7	2,9	2,9	2,4	3	2,5	3,2	4,1	3,5	3,8	3,6	3,9	3,9	4,6	4,3	3,7	3,7	2,6	2,1	3,4
29-out-2013	2,9	3,9	2,9	4,4	3,6	4,3	5	4,4	1,5	1,2	1,9	4,2	5,5	5,5	5,6	6,9	8,1	8,4	8	8,3	8,9	9,3	8,4	8,6
30-out-2013	9,6	8,5	7,9	7,8	6,8	7,7	6,6	6	6,8	5,9	6,6	8,1	8	6,1	6,3	7,1	8,5	9,4	8,9	9,9	9,9	9,7	9,9	10,7
31-out-2013	11	11,2	9	9,4	9,1	9,3	9,7	10,1	9,9	9,9	10,1	9,3	10,7	10,8	10,7	11,3	10,3	10	10,3	10,7	10,7	10,4	10,4	11
01-nov-2013	12,5	12,5	11,4	12,2	12	10,6	9,9	10,2	9,4	8,9	9,4	9,7	9,7	10,2	10,2	10,9	10,5	11,1	10,8	9,9	10,7	10,7	10,3	10,6
02-nov-2013	9,1	11,1	10,2	10,1	10,9	10,2	10,5	10,6	9,5	8,7	8,2	8,4	7,1	7,6	7,3	8,1	7,7	7,1	7,4	7,2	6,7	8,1	8,5	9,2
03-nov-2013	7,7	8,3	8	7,3	6,6	4,9	6,8	4,4	2,8	3,1	2,1	3,3	1	1,2	2,4	2,7	4,9	5,9	3,9	2,2	5,7	3,1	4,7	4,2
04-nov-2013	5,4	4,2	3,5	3,3	3,1	4,2	4,1	2,5	2,1	3,6	4,2	5,5	5,1	5,7	6,7	6,8	6,1	6	6,9	6,6	8	6,6	5,9	4,1
05-nov-2013	3,6	2,4	1,5	0,6	2,3	2,2	2,1	0,7	1,1	3,2	2,3	2,1	2	2,4	2,9	4,8	5,4	6,2	6,9	6,8	6,4	6,5	7,4	7,8
06-nov-2013	8	8,8	9,3	9,3	9,9	9,1	9,4	7,9	10,2	8	9	10,2	11,1	10,6	10,4	10,1	10,8	9,4	11,7	11	11,5	10,7	11,2	10,2
07-nov-2013	11,1	11,3	10,5	9,1	8,8	7,7	7,9	8,7	7,9	8,2	8,9	7,6	8,4	9,6	9,1	10,3	9,9	9,3	9,8	10	9,9	9	8,7	7,9
08-nov-2013	9	9,4	9,8	9,6	8,9	8,6	7,6	7,5	6,6	5,2	6,5	6,6	6,7	6,6	6,6	6,7	7,5	8	7,5	7,4	6,6	6,2	5,9	6,3
09-nov-2013	5,9	5,3	6,2	7,4	6,7	6,3	6	5,4	5	5,8	3,1	2,5	3,5	4	4,3	4,9	4,3	3,7	4,5	4	3	4,4	3	3,3
10-nov-2013	3,4	3,1	3,8	3,6	3,5	1,3	4,5	4,2	4,9	3,5	5,3	6	6,6	5,9	7,3	6,2	6,3	5,6	7,4	6,6	6,1	8,1	5,9	5,6
11-nov-2013	14,3	8,2	7,1	7,4	8,4	6,8	7,3	7,4	11	9,7	3,1	7,2	7,7	7,6	1,2	4,4	1,2	2,9	1,9	1,7	1,6	3,2	3,6	3,5
12-nov-2013	3,1	3,9	2,7	2,8	2	1	1,4	3,2	7,9	7	6,8	9,2	6,7	8,7	7,4	9,2	6,7	7,5	7,4	8,3	5	4,8	3	3,1
13-nov-2013	0	1,1	0	0,4	1,5	1,7	2	2,7	2,7	3,1	3,5	4,9	5,4	5,1	6	5	5	4,2	3,9	3,8	3,5	2,1	2,1	1,6
