Data	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)
10-set-2010	8,4	7,7	7,6	8	6,5	6,8	7,9	6,5	7,2	7,8	7,5	6,8	7,9	8,9	9,7	8,9	9,6	10,2	11,9	10,7	13,1	10,9	9,1	9,9
11-set-2010	8,3	10,5	10,2	10,6	10,3	9,2	7,7	8,7	7,4	7	8	8,3	7,7	3,4	0,7	1,8	2,7	4,3	2,7	3,1	2,2	1,8	4	5,2
12-set-2010	5,8	1,7	2,6	1,8	0,9	0,5	2,8	2,8	2,2	0,2	3,3	1,6	0	1,8	2,1	3,6	2,5	2,7	3,1	5,5	6,2	8,1	6,9	6,6
13-set-2010	6,9	7,2	8,1	6,9	7,4	7,1	7,8	5,9	7,1	5	3,2	6,5	4	4	4,6	3,4	5	5,7	6,8	7,5	10,8	9,7	8,9	10,6
14-set-2010	10	7,8	1,8	1,6	0,5	1,9	6,8	8,3	0,9	0,2	6,1	2,4	4,1	7,5	7,8	8,6	8,5	10,5	11,6	9,1	8,9	6,5	6,7	5,7
15-set-2010	6,8	3,9	4,3	4,4	3,5	4,2	3,3	3,7	3,5	4,5	4,3	3,9	5,1	5,3	5,4	4,4	4,9	4,3	3,6	3,9	2,5	3,6	1,7	1,2
16-set-2010	0,7	1,1	1,6	2,1	2,3	2,1	3,3	3,2	4,4	2,6	3	3,9	5,1	5,5	6,8	7	7,8	9,4	9,8	9,7	11,1	9	10	8,8
17-set-2010	9	8,4	7,5	7,5	5,4	3,8	1,5	0,9	2,1	2,4	2,6	3,7	3,6	3,9	4,2	6	6,4	6,7	6	4,5	4,5	5,4	7,5	6
18-set-2010	5,3	5,5	3,9	2,4	3,1	2,7	2,8	2,4	2,9	3,8	3,4	3,2	2,4	2,3	2,2	1,8	1,7	2,1	1,7	2	2,7	3,8	5,2	6,2
19-set-2010	8,7	9,3	8,6	9,9	5,7	6,8	7,1	7,7	8,4	8,8	8,6	8,3	8,3	7,9	7,5	7,8	10	10,1	11,6	10,8	11,6	10,3	9	8,7
20-set-2010	9,8	10,5	11,1	10,6	8,4	7,6	7,7	7,6	7	7,8	7,9	6,1	5,6	6	6,3	6,5	5,9	6	6,3	7,1	6,1	6,2	6,7	7,3
21-set-2010	7,5	8,3	8,2	6,5	8,5	3,7	8	8,2	3,1	11	8,1	8,3	6,5	2,9	1,3	4,3	4	7,1	10,5	5	5,3	3,8	2,7	4,9
22-set-2010	1,8	2,3	4,6	2,6	1,8	3,4	1,7	3,1	3,5	4,8	3	3,3	2,7	3	0,7	1,4	2,3	2,7	1,2	0,3	1,2	1,4	1,1	0
23-set-2010	0	0	0	0	0,3	0,1	1,3	2	2,9	1,3	1,5	0	2,6	0,7	1,9	1,9	2,2	1,9	1,8	0,6	0,6	0	0,3	0,1
24-set-2010	0	0	2,4	2,5	1,9	0	0	4,6	6,4	8,4	6,5	6,6	4,1	2,4	3,6	4,3	4	3,8	3,8	3,1	3,9	4,2	4,4	3,5
25-set-2010	3,8	4,4	5,2	5,1	4,9	5,8	6,1	5,5	5,4	6,5	5,9	6,4	6,6	6,9	6,9	7,8	8,1	8,1	8,4	7,3	6,7	6,9	6,1	6,5
26-set-2010	7,3	6,2	5,3	5,6	4,7	5,4	6,6	7,1	5,9	6,8	6,5	5,5	8,8	8,5	8,3	7,5	6	8,7	8,4	10,3	9,6	10,2	10,2	10,3
27-set-2010	9,3	9,2	11,4	7,8	8,7	8,1	5,5	6,7	6,5	7,4	7,7	6,2	7,8	7,3	7,5	9,7	8	9,8	10,2	10,5	10,3	10,5	11	9,8
28-set-2010	10,7	10,8	11,3	11,3	11,8	11,6	9,6	11	10,8	10,3	10	10,2	9,8	10,3	9,7	10,5	9,3	8	10,2	9,1	8,5	8,3	7,6	9,2
29-set-2010	9,1	9,1	8,2	6,8	7,2	5,9	5,4	3,9	4,7	2,7	2,3	3,3	1,7	2,9	2,7	2,7	2,6	2,3	2	3,3	2,5	4	1,8	1,9
30-set-2010	1,7	1,8	2,4	1,7	3,3	2,4	1,7	1	1,9	1,6	2,4	4,4	4,9	6,4	5,8	6,8	5,8	4,9	4,8	4,9	5,5	1,8	3,7	3,8
01-out-2010	4,2	3,8	2	2	2,5	1,6	2,5	1,8	0,6	0,1	1,3	2,5	1,5	1,1	1,8	3	3,5	3,3	4,4	5,7	6	5,8	5,4	5,9
02-out-2010	5,6	7	5,2	5,1	4,2	3,4	2,9	3,9	4,9	2,1	3	4,3	5,6	5,9	6,5	7,4	6,4	5,6	4,4	6,9	5	4,6	4,6	4,1
03-out-2010	1,9	2,4	2,5	2,5	2,5	2,4	2,2	2	2	1,5	1,7	3,4	2,8	2,9	3,3	3	2,9	3,8	4,3	4,3	5	6,3	7,2	7
04-out-2010	7,1	7,8	3,8	6,9	5,3	6,1	8,7	6,4	8,2	6,3	6,9	7,3	7,3	8	7,7	7,5	6,3	6	6	5,5	4,3	4,8	3,6	1,4
05-out-2010	0,6	1,1	1,5	1,2	1,7	1,4	1,2	1,4	0	1,8	1,8	2,9	3,6	2,9	3,6	4	4,1	4	4,1	2,9	2,7	3,1	3,4	4
06-out-2010	3,4	3,8	4,6	4,7	5,1	6	5,7	5,9	3,6	1,1	3	4,5	4,3	4,4	5,7	5	4,9	5,2	5	4,8	4,4	5,1	5,4	4,2
07-out-2010	4,2	5,5	7,9	7,6	7,2	7,1	1,7	0,7	1,6	3,3	3,3	2,4	0	2,9	5,8	6,6	5,6	1,1	1,1	1,3	1	3,1	2,2	4
08-out-2010	5,8	7,9	7,5	8,6	10,1	8,7	6,9	8,2	8	8,2	9,8	9,8	7,2	9	7,9	7,1	7,4	7,5	5,8	3,2	3,9	3,3	2,4	1,6
09-out-2010	2,7	0,1	2,9	3,9	4,1	3,6	2,8	4,6	3,4	3,7	3,3	2,8	2,7	2,4	3	3,3	3,1	3	3,8	3,7	3,8	2,8	3,8	5,4
10-out-2010	4,6	4,6	4,2	5,6	4,8	4,3	4,8	4,2	5,8	4,4	4,5	6,8	4	4,2	3,6	4,2	3	5,1	3,8	4,4	4,1	4,7	3,1	4,3
11-out-2010	4,4	3,3	3,5	4,1	4,3	2,8	2,4	1,9	2,3	2,6	2,5	3,3	3,3	4,3	3,2	3,1	4,1	4,2	4,5	4,5	3,8	4,4	4,6	5,3
12-out-2010	5,6	5,4	4,7	5,6	5,5	5,3	4,6	5,5	4,9	4,9	3,1	3,6	3,3	3,2	3,9	4,5	6,2	7	8	8,5	9,5	9,8	10,5	10,9
13-out-2010	10,5	10,5	7,6	9,3	8,6	7,3	7,1	7,9	7,3	7,8	7,1	7,9	8,6	9	9,6	10	11,5	11,5	12	11,9	12,7	11,3	11,4	9,9
14-out-2010	10,8	11,3	11,6	8,8	8,5	10,3	7,6	9,9	8,2	8	7,7	7,5	9,3	7,5	7,4	2,7	4,5	6,6	7,6	7	5,2	5,5	2,8	2,7
15-out-2010	1	1	0	1	1	0	0	0	1,8	0	0,2	0	1,7	1,9	2,2	1,4	1,8	1,7	1,3	1,7	1,5	1,9	1,5	0,5
16-out-2010	0,3	0,3	2,1	0,8	1,5	1,8	0	0,3	1	0	2,6	0	2,5	0,6	0,4	3,6	4,6	5,6	4,4	4,5	4,4	4,1	5,6	5
17-out-2010	4,1	2,3	3	1,8	0,9	0	1,1	2	2,8	1,8	2,7	3,1	2,9	3,8	4,5	5,2	5,2	4,1	4,6	4,7	3,2	4,2	5,4	5,6
18-out-2010	4,6	2,4	0,1	1,4	0,1	0,8	1	1,5	1,4	2,7	3	3,7	5,8	5,3	5,8	6,3	5,4	5,1	6,2	6,5	7,9	7,1	7	4,9
19-out-2010	2	1,5	1,4	1,4	1,3	1,2	1,1	1,5	1	1,7	1,8	2,9	1,5	2,4	2,4	3,9	5	5,3	4,4	4,1	4,3	3,6	3,3	3,3
20-out-2010	3	2,9	3,1	3,3	2,9	3,3	3,6	4,1	1,5	1,8	2,4	4,4	4,5	4,9	4,7	5,4	5,7	5,8	6,3	6,7	6,4	7	7,9	7,6
21-out-2010	7,9	7,4	7,7	7,4	6,7	6,1	6,8	7,2	6,3	5,9	6	6,7	6,5	6,7	6,8	7	8,4	7,9	8,8	8	8,9	8,2	8	9,4
22-out-2010	8,2	9,2	9,9	9,1	8,7	8,6	9,3	8,5	7,7	8,3	7,1	7,3	6,4	6,2	5,8	6,3	5,5	4,8	4,1	3,6	3,4	3	3,3	2,5
23-out-2010	2,3	3,1	0,7	1,8	1,5	0	0	0,8	1,9	0,4	0,8	1,1	3,2	3,4	4,2	5,7	7,5	7,8	8,5	8,2	7,2	7,5	8,8	7,3
24-out-2010	5	3,6	2,3	2,6	2,9	2,4	1,2	1,4	2,2	2,4	3,1	3,3	3,8	3	3,3	3,8	4,2	3,6	3,3	3,4	2,7	3	3,4	2,5
25-out-2010	2,9	3	3,9	3,3	3,5	3,2	0,8	0	3,4	2,6	3,5	3,6	4,6	3,5	3,4	3,4	2,8	2,2	5,1	4,8	5,7	5	5,8	6,9
26-out-2010	7,7	3,6	1,6	1,7	1,9	2,2	2,1	2,3	1,9	2,1	4,6	6,5	7,6	7,1	7,4	7,5	7,8	7,2	9	7,5	7,6	6,6	3,7	2,9
27-out-2010	5,4	4	3,5	3,1	3	3	3,1	2,7	2,5	2,1	3	3,8	3,3	4,8	5,3	5	4,4	4	4,3	4,8	4,8	4,2	4,4	4,3
28-out-2010	3	3	2,4	2,6	2,6	2,9	0,5	0,2	0	0	1,1	0,9	1,8	2,2	2,8	4,1	4,2	4,2	3,9	3,5	2,8	2	2,8	3,1
29-out-2010	3,7	3,7	3,9	4,4	3,8	3,7	1,5	2,1	2,1	1,3	4,3	4,6	5,3	6,8	6,4	7,3	9,3	8,8	9,8	8,7	8,5	8,8	8,5	8,8
30-out-2010	6,3	5,7	6,8	6	2,7	6	7,9	6,4	5,9	4,2	4,3	3,1	2,3	2,2	3,5	4,3	3,1	3,1	6,2	6,6	5	3,9	4,5	4,5
31-out-2010	2	0,6	0	0	0	0	1,2	2,2	1,6	1,7	3,3	4	5,3	6,7	8,1	8,8	8,6	7,7	8,2	9,9	9,3	5,7	4,2	5
01-nov-2010	2,1	0,1	0,1	1,7	1,7	2,5	2,6	3,3	2,9	5	5,3	7,5	8,6	9,7	8,9	8,5	6,8	7,4	6,1	6	7,2	7,7	5,3	0
02-nov-2010	0,1	0,9	2,3	3	3,8	1,2	2,1	1,1	2,7	3,6	4,9	5,8	6,9	7,4	7,6	7	6,9	7,4	6,5	6,1	5,2	5,7	5,1	4,1
03-nov-2010	3,1	0	0	1	0,2	0	0	1,4	0	0	1,5	0,3	2	1,9	2,8	4,1	4,7	4,5	4,8	5,1	5,1	5,2	5,8	6
04-nov-2010	6,1	6,6	6,5	7	6,8	5,3	7,3	6,4	6,3	5,1	4,9	5,4	4,9	4,3	4,8	5,3	5,3	6	5,8	5,3	4,4	4	3,9	4
05-nov-2010	4,1	4,6	5,9	5	5,5	5	4,2	3,9	0	0	2,6	4,4	1,9	3,7	8,3	8,4	5,9	4,3	5,1	2,6	0	1,6	1,7	0
06-nov-2010	0	0	0	1,8	2,3	3,3	0,3	0,9	0,3	0	2,6	2,9	3,9	4,2	5,2	5,2	5	5,2	7,8	7,3	6,3	6	4,9	0
07-nov-2010	0	1,3	1,5	1,8	2,1	2	1,5	1,3	1,6	1,6	2,2	2,7	3,4	3,7	3,8	3,7	5	5,8	5,7	5,8	5,1	6	5,8	7,1
08-nov-2010	5,7	5,5	6	6,6	6,6	6,1	6,3	5,4	5,8	5,9	5,7	5,2	5,6	5,6	6,1	6,3	5,4	6,1	6,6	5,6	7	6,3	5,7	6,3
09-nov-2010	6,4	5,8	5,6	6,8	5,8	6,9	5	6,3	5,6	5,5	4,5	2	3,8	2	2,8	3,8	2,1	6,5	4,7	4,9	6,1	7,1	6,7	6,2
10-nov-2010	6,5	7	6,8	6,4	6,8	7,2	6,7	3,8	4,1	5,3	4,5	6,3	7,8	7,7	8,5	9,8	9,6	9,2	9,2	7,7	8,5	8,5	8,1	7,6
11-nov-2010	7,1	5,8	2,9	2,7	3,3	3,6	2,2	2,2	1,2	1,7	2,7	3,7	4,3	2,6	4,1	3,8	5,1	5,3	6,3	8,1	8	7,4	6,2	6,3
12-nov-2010	5	2,3	2,1	1,2	1,3	1,1	0,9	1,5	1,2	1	2	2,5	2,2	2,5	4,1	4,7	5,8	5,9	5,5	4,9	5	4,6	4,1	3,7
13-nov-2010	5,9	5,6	6,3	6,6	2,8	2,2	2,4	2,7	4,4	4,4	5	5,4	6	7	7,5	8,3	9,4	10,3	11,4	12,2	11,2	11,2	12,1	12
14-nov-2010	9,7	11,2	11,7	10,8	9,5	9,3	9,4	9	8,5	7,8	5,3	5,4	7,9	9	9,5	10,8	10,4	12	12,1	12,4	11	11,5	8,9	10,2
15-nov-2010	10,7	10,6	11,1	10,6	10,3	9,7	9,6	9,3	8,4	7,9	6,5	6,6	6,5	8,1	8,4	9,1	11	10,1	11,3	11,4	9,9	9,6	10,8	10,7
16-nov-2010	11,2	11,4	8,2	5,6	8,7	8	7,6	8,8	7,7	6,4	6,9	5,6	5,1	5,9	6,3	6,5	7	6,1	7,2	5,3	6,2	7,3	6,5	6,3
17-nov-2010	8,1	8,3	7,8	6,9	3,8	4,4	2,9	0,6	1,1	0,8	1	2,1	1,2	2,2	3,5	5,2	3,4	4,6	4,1	2,8	3	3,6	3,4	4,3
18-nov-2010	3,4	1,3	0,2	3,6	3,4	0,4	2,2	3,1	1,5	0,6	1,5	3,9	5	4	3,3	5,6	2,7	3	3,5	4	4,1	4,1	2,2	2,2
19-nov-2010	1,8	0,2	0,3	0	0	0	0	0	0,2	2,6	3	5	3,7	3	3	4,6	5,4	6,4	5,6	4,8	4,2	3,3	2,7	1,4
20-nov-2010	2,3	2,4	4,2	3,6	3,1	3,6	4,1	2,2	1,2	0,2	2,8	3,4	3,7	4,4	5,2	5,3	5,3	6,1	6,7	6,5	6,4	6,1	6,5	7,2
21-nov-2010	7,2	6,9	6,6	6,8	7,7	8	7,2	6,8	6,4	6,1	6,3	6	4,7	3,6	4,5	5,2	6,5	6,4	6	6,5	6,8	6,7	6,5	5,7
22-nov-2010	5,5	5,6	6,6	5,6	5,6	5	5,9	5	7,2	6,2	6,9	7	7,6	6,1	5,9	7,3	6,9	6	6,7	6,2	5,3	4,8	5,1	5,1
23-nov-2010	6,2	5,9	7,4	7,3	6,1	6,5	6,4	6,1	6	6,1	5,4	4,6	4,8	4,8	4,5	3,7	5,4	5,8	5,8	5,8	6,1	5,5	5,7	6,5
24-nov-2010	7,2	6,5	6,7	7,8	6	6,7	5	5,1	5,4	6,6	7,7	5,2	9,4	8,5	8,6	8,9	8,4	9,5	7,7	10,2	8,7	6,3	5,3	4,9
25-nov-2010	4,4	5	4,4	3,6	6,8	7,3	7	6,2	3	3,8	5,3	2	1,3	0,4	1	1,1	2,5	4,4	4,8	4	4,2	4,1	4,7	3,9
26-nov-2010	3,7	3,6	3,4	3,4	2,1	2	2,4	1,9	1,2	1,4	3,5	3,9	4,6	3,4	2,9	3,6	3,2	3,8	4,1	4,2	4,1	3,9	3,3	3,8
27-nov-2010	3,3	3,6	3,2	3,4	3,7	3,5	3,7	3,8	3,7	3,9	2,1	3,1	3,2	3,3	3,6	3,4	4,5	5	5,5	5,3	5,5	5,4	6,2	6,8
28-nov-2010	7,4	7,8	7,9	8,7	8,7	7,1	8,2	8	6,8	6,6	6,5	4,6	4,2	4,6	4	2,9	4,1	4,4	5,7	5,8	5,1	5,2	6,2	5,2
29-nov-2010	3,9	6,8	6,4	4,9	3,2	4,5	5,2	4,5	4,2	3,5	0	2,3	0	0,4	1,7	2,6	4,8	5,3	4,8	4,3	5,2	3,6	3,7	3,9
30-nov-2010	1,5	0,7	3,1	2,5	3,7	3,6	4,1	3,5	4,1	4,5	5,2	4,1	5,3	5,2	5,1	5,6	6,4	6,6	7,4	8,2	5,8	5	3,1	3,6
01-dez-2010	4,5	3,4	2,8	2,6	1,2	1,4	2,2	2,2	0,8	1,5	2,2	3,1	3,3	4,6	5,1	4,8	6,3	7,7	8,1	8,5	8,8	9,3	9	10
02-dez-2010	9,9	10,9	10,4	9,9	9,4	9,4	9,1	8,3	7,9	8,1	8,3	6,9	7,2	7,3	8	9,1	8,6	6,7	7,8	5,5	6,1	8,3	7,9	7
03-dez-2010	8,9	8,9	8,4	5,7	6,8	4,9	2,2	1,6	0,3	0	1,7	1,7	2,3	3,1	4,2	4,3	5,1	6,3	6,6	6,7	8,4	8	6,4	7,9
04-dez-2010	4,6	3,4	7,5	3,7	4,2	2,8	3,2	3	3,2	3,1	5,1	4,8	4,6	5,5	5,4	6	6,6	6,4	7,1	7,5	8,6	7,1	6,7	7,3
05-dez-2010	7,7	7,3	6,2	5,2	5,1	5,5	4,3	3,6	2,3	5,9	6,5	7,9	6,4	6	3,4	2,4	3,9	4	4,5	4,2	4,1	4,4	4,7	3,9
06-dez-2010	3,9	4,7	5	5,1	6,5	6,3	7,3	7,3	7,1	7,2	6,8	7,5	6,8	6,9	6,4	6,9	7,4	7,9	8,6	9,2	8,4	10	10	10
07-dez-2010	10,3	10,4	10,6	9,4	6,9	7,8	8,6	7,6	7,8	8,1	8,6	7,8	7,8	7,4	7,7	7,6	6,8	6,9	6,9	6,6	7,6	6,5	7,7	7
08-dez-2010	7,5	7,1	8,6	6,5	5,3	4,9	5	4,4	3,3	0,4	0,6	0,8	2,1	3,3	4,6	4,9	6,5	6,8	6,2	9,7	9	5,9	7,2	5,8
09-dez-2010	3,5	3	2,5	2,7	2,8	2,7	2,5	2,4	1,9	1,6	3,3	4,3	3,6	3,1	3,7	4,1	3,8	3,6	4,6	5,4	5,9	7,8	8,3	7,7
10-dez-2010	6,6	6	5,9	5,5	6,3	7,7	6,5	7,5	9,4	9	9,6	9,6	7,5	7,7	8,9	9,6	10,1	10,9	10,2	10,6	10,7	10,9	10,8	9,9
11-dez-2010	9,6	11,1	11,3	9,3	7,8	6,2	3,4	4,4	5,5	5,9	5,4	5,5	5,6	5	4,6	5,3	3,2	3,9	4,7	2,4	2,7	3,1	1,3	2,4
12-dez-2010	2,1	3,6	2,8	2,6	0	0,3	0,2	0	0,6	0	0	0	0,6	0,1	1,8	5	5,5	3,1	2,8	1,4	1,5	1,7	6,7	7,7
13-dez-2010	7,3	7,6	6,6	5,2	4,7	5,3	6,8	6,8	6,3	5,6	4,7	4,2	2,9	4	4,7	4,4	4,4	6	5	8,6	8,5	7,9	4,3	2,4
14-dez-2010	1,6	1,8	2,5	2,4	2,2	2,1	2,1	1,9	2,3	2	1,6	1,9	3,5	3,8	3,7	3,7	3,4	4,3	4,8	4,8	4,7	4,1	4,1	4,5
15-dez-2010	4,7	4,7	4,8	4,7	2,7	3,1	2	2	1,8	2	3,9	3,6	4,4	4,5	5,8	7,2	7,7	7,6	9	10	9,5	10,1	9,1	11
16-dez-2010	11,3	10,4	8,9	10,2	8,4	8,2	6,5	6,6	6,5	7,8	7,4	7,5	8,8	6,5	9,1	5,9	5,6	6,5	6,3	6,2	7,9	9,4	10,4	9
17-dez-2010	8,8	9,6	8,4	8,5	6,7	6,8	6,4	5,2	7,1	8,1	7,1	6,5	5,9	7,7	5	4,9	3,9	5,3	4,5	5,1	4,8	5,3	4,8	4,8
18-dez-2010	4,6	5,1	5	4,2	3,8	3,2	2,6	2,4	1,1	0	1	1,4	1	2,8	3,8	3,5	3,8	3,3	3,9	4	4	4,5	4,8	4,5
19-dez-2010	5,7	5,6	8,3	7,8	7,6	7,3	6	5,7	6,1	6,6	7,3	8,2	8	7,3	8,3	9,6	9,3	9,4	10,6	9,9	8,8	8,6	8,4	8,5
20-dez-2010	6,9	8,1	8,6	6,5	4	4,7	6,2	5,6	4,3	4,9	5	3,7	4,4	4,5	3	4,2	2,8	3,8	4,3	3	5,4	4,3	4,2	3,1
21-dez-2010	3,2	3,2	3,4	2,9	3	3,6	2,6	2,4	0,9	0,9	1	2,9	2,8	3,7	3,2	3,6	4	4,4	5,2	5,9	5	3,7	3,5	3,4
22-dez-2010	3,8	7,2	6,7	6,5	6,6	6	6,3	5,9	5,9	5,7	5	5,1	5,3	5,4	4,9	5,1	5,9	6	6,4	6,5	6,5	6,5	7	6,9
23-dez-2010	7,2	7,2	8	7,6	6,9	6,9	7,4	7,5	7,5	7,4	6,5	7,3	6	5,8	6,4	6,2	7,5	7,3	7,4	7,8	9	10,3	8,4	8,7
24-dez-2010	9,9	9,5	9,8	9,5	9,6	9,6	8,2	9	9,3	9,1	8,3	8	9,6	9	9	8,7	8,1	8,9	8,2	9,4	8,8	8,1	9	7,1
25-dez-2010	8,7	8,7	8	8,7	7,2	7,1	2,4	0,2	4,3	2,3	1,3	0	1,2	0,9	2,6	2,2	4,1	2,1	2	0,1	0,5	0,2	1,9	1,8
26-dez-2010	1,5	1,3	0	0	0	0	0	0,1	0	1,5	2,4	3,7	2,3	3,1	3,2	3,3	3,6	3,5	4,6	4,1	3,6	3,8	4,1	3,6
27-dez-2010	3,9	4,8	5,4	5,1	4,9	3,2	2,3	0,2	0,5	0	0	0,7	1,1	1,9	2,4	2,8	3,8	4,5	5,8	5,4	4,4	4,8	4,1	3,8
28-dez-2010	4,2	3,8	4,5	3,5	2,6	2,9	4,6	1,9	0	0	0,3	0,4	2,1	2,5	2,5	2,8	3,3	3,3	2,8	4,4	4,6	4,4	3,8	4,9
29-dez-2010	5,3	4,9	5,1	4,6	9,2	4,8	6	3,6	7,1	1,2	2,4	6,5	6,1	5,7	5,7	7,4	5,7	6,8	6,8	6,9	6,3	6,5	6,6	6,7
30-dez-2010	6,7	6,4	7,9	7,7	7,2	7,5	7,8	6,5	7,5	7,4	6,5	5,3	3,3	2,4	3,2	4,4	2,4	4,7	7,9	7,8	8,6	8,5	8,5	8,7
31-dez-2010	9	9,6	9,6	9	9,7	9	8,2	7,5	6,9	7,5	7,1	7,7	7,4	6,5	6,4	7	5,5	5,9	3,7	4,3	5,7	5,4	5,7	7,2
01-jan-2011	6,1	7,6	5,9	6,4	7	7,8	7,9	7	6,5	4,2	2,4	3,7	4	4,2	4,8	4,9	5,9	6,8	6,5	6	6,1	5,5	5,6	5,6
02-jan-2011	5,5	7,1	7,4	5,4	5,2	4,6	5,6	2,9	4,8	4,3	3,6	1,1	5	4,3	6,3	7,9	8,1	6,7	10,8	10,1	9,6	10,4	9,1	9,3
03-jan-2011	9,5	9,7	8,2	9,1	9,3	8,7	8,3	8,5	7,4	8	8	6,3	7,1	5,9	7,9	6,5	5,9	6	5,8	6,5	7	7,6	6,7	6,7
04-jan-2011	7,1	6,9	5,9	5,7	5,3	4,8	3,8	1,8	4,2	1,4	0,3	0,8	2,9	1,1	1,8	2,5	3,1	2,8	2,7	3,1	2,3	3,3	3,9	3,9
05-jan-2011	3,3	4,4	5,3	5	5,6	5,6	5,4	4,9	4	4,3	3,8	4,1	4,6	4,4	4,4	4,7	4,5	3,9	5,4	5,8	5,9	5	5,6	4,6
06-jan-2011	8,5	4,2	4,9	3,1	4	2	0,2	0	0	0	0	0,1	2,6	3,2	3,9	1,8	2,2	3,3	3,6	3,9	3,2	3,6	2,5	2,1
07-jan-2011	3,3	1,6	0,3	1	1,3	2,4	0,4	0	0	0,1	0,9	2	1,7	2,5	2,1	2,5	3,4	4,8	4,8	4,6	2,9	3,4	4	3,6
08-jan-2011	3,9	4,9	5,3	5,4	4,8	4	3,1	2,7	2,7	3,3	4,3	4,5	3,9	5,1	3,9	4,4	4,9	5,6	4,8	4,7	5	3,5	3,2	2,4
09-jan-2011	3,5	3,5	2,4	1,3	3,2	2,2	0,1	0	0	0	1,5	2,5	2,3	4,2	5,4	1,9	3,3	3,1	3,6	1,2	3,2	2,6	0,1	0
10-jan-2011	1,3	0	0	0,4	1,8	3,5	3,5	2,8	2,8	2,5	1,9	4	3,7	5,6	5,3	6	6,8	6,1	6,3	6,1	6,3	5,3	6,1	7,1
11-jan-2011	7,5	6,8	7,2	6,3	6,7	6,6	6,9	7,4	6,8	6,7	6,7	5,8	7,1	5,6	5,7	6	8,4	8,1	8	6,4	7,8	8,2	7,7	8,6
12-jan-2011	8,6	8,4	8	7,1	7,3	7,3	6,7	6,2	7	6	1,4	3,6	1	0,7	1,9	1,4	2,3	4,9	6,2	6,4	6,1	6,8	7,6	6,9
13-jan-2011	5,6	5,4	5,7	5,3	6,5	4,8	6,6	6,3	7,3	6,1	6,1	6	5,5	5,9	5,5	5,6	5,9	5,9	6	4,5	6,5	6,4	5,8	6,5
14-jan-2011	6,5	6,5	4,1	4,3	4	4,2	3,7	3,2	3,2	2,2	2,6	3,1	2,7	2,9	3	3,9	4,8	5,3	4,3	5	4,5	3,6	2,7	2,5
15-jan-2011	2,7	4,5	6,3	5,2	4,2	4,3	3,3	6,8	3,9	4	4,8	4,3	4,6	5,8	5,1	5,8	6,1	4,9	6,1	6,4	7,1	7	6,8	6,6
16-jan-2011	7,4	6,9	6,5	4,3	3,2	4	5,5	4,3	4,1	5,2	6,2	5,9	6,6	7,9	7,6	7,3	7,4	7	6,1	8	5,8	5,5	5,4	5,3
17-jan-2011	4,3	4,7	5,3	5,2	4,5	3,6	2,8	1,2	0	3,4	2,7	1,3	1,5	1	1,9	2,5	1,9	3,1	4,5	0,7	0,9	4,2	5,6	1,3
18-jan-2011	2	2,9	2,1	3,2	2,4	1,5	1,6	2,6	2,4	3,8	3,3	0,9	0	1,3	4,2	2,5	2,7	2,1	0,6	4,1	3,3	2	0,2	1,6
19-jan-2011	1,4	1,9	0	0,8	1,2	2,3	0	2,7	1,8	2,2	0,5	1,9	1	0,2	0	3,3	2,5	2,4	1,8	4,6	4,4	4	4,2	4,1
20-jan-2011	3,7	3,7	2,3	2	1,9	2,2	0,9	0	0	0,4	0	2,1	2,1	2	3	3,8	2,8	3,1	3,6	2,7	2,9	2,7	2,2	1,4
21-jan-2011	1,4	1,4	1,5	2,5	2,7	2,2	2,3	1,6	1,8	2,8	3,8	4,2	4,3	4,4	4,8	4,6	4,8	5,1	5,6	6,6	7	7,3	7,4	7,6
22-jan-2011	8,6	9,1	8,2	7	5,8	5,5	4,9	4,1	5,3	7,3	6,2	4,9	3,5	5	3,3	3,7	4,6	3,1	2,5	0,4	1,7	0	0	0
23-jan-2011	0,1	0	2,7	0,4	0	2,3	3,9	2,9	2,7	2,7	3,1	3,8	3,9	4,6	5,6	5,4	5,4	4,3	7,6	7,2	6,8	5,4	4,2	2,4
24-jan-2011	1,5	0,8	0,9	0,8	0,9	0,3	0,7	0,9	1,5	0	1,9	3,4	2,3	1,6	2,6	2,4	2,4	2,8	3,4	2,5	2,8	3,2	2,6	3
25-jan-2011	2,1	2,3	3,3	3,5	3,1	2,7	0,3	0,2	0	0	0,1	0	0,8	1,1	2,5	3	3,5	4,1	3,8	2,9	3,7	1,8	2,4	1,5
